Unnamed: 0,Team,Player,Allstars,College,Play_Yrs,Games,Year,Pick,Player_ID,Season_ID,Conference,League_ID,Games_Played,Minutes,Points,O_Rebounds,D_Rebounds,Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls,FG_Attempted,FG_Made,FT_Attempted,FT_Made,Three_Attempted,Three_Made
2209.0,SEA,Jim McKean,False,Washington State University,,,1968.0,80.0,,,,,,,,,,,,,,,,,,,,,
2211.0,BAL,Jasper Wilson,False,Southern University and A&M College,,,1968.0,82.0,,,,,,,,,,,,,,,,,,,,,
2212.0,CIN,Dick Dumas,False,Northeastern State University,,,1968.0,83.0,,,,,,,,,,,,,,,,,,,,,
2213.0,DET,Larry Newbold,False,Long Island University,,,1968.0,84.0,,,,,,,,,,,,,,,,,,,,,
2214.0,SFW,Dave Reasor,False,West Virginia University,,,1968.0,85.0,,,,,,,,,,,,,,,,,,,,,
2215.0,NYK,Bob Waldal,False,Dickinson College,,,1968.0,86.0,,,,,,,,,,,,,,,,,,,,,
2216.0,LAL,Dennis Hrcka,False,Hillsdale College,,,1968.0,87.0,,,,,,,,,,,,,,,,,,,,,
2217.0,BOS,Mike Lewis,True,Duke University,,,1968.0,88.0,lewismi01,1970.0,East,ABA,1.0,14.0,7.0,1.0,4.0,5.0,1.0,,,1.0,4.0,7.0,3.0,1.0,1.0,0.0,0.0
2218.0,ATL,Oscar Smith,False,Elizabeth City State University,,,1968.0,89.0,,,,,,,,,,,,,,,,,,,,,
2219.0,PHI,Bill Jones,False,Fairfield University,,,1968.0,90.0,,,,,,,,,,,,,,,,,,,,,
2220.0,MIL,Tom Kondla,False,University of Minnesota,,,1968.0,91.0,,,,,,,,,,,,,,,,,,,,,
2221.0,PHO,Charles Parkes,False,Idaho State University,,,1968.0,92.0,,,,,,,,,,,,,,,,,,,,,
2222.0,SDR,Aaron Sellers,False,Jackson State University,,,1968.0,93.0,,,,,,,,,,,,,,,,,,,,,
2223.0,SEA,Willie Rogers,False,University of Oklahoma,,,1968.0,94.0,,,,,,,,,,,,,,,,,,,,,
2224.0,CHI,Lloyd Higgins,False,Point Loma Nazarene University,,,1968.0,95.0,,,,,,,,,,,,,,,,,,,,,
2225.0,BAL,Barry Orms,False,Saint Louis University,1.0,64.0,1968.0,96.0,,,,,,,,,,,,,,,,,,,,,
2226.0,CIN,Dave Williams,False,Mississippi State University,,,1968.0,97.0,,,,,,,,,,,,,,,,,,,,,
5540.0,DAL,Dave Williams,False,University of Illinois at Chicago,,,1984.0,107.0,,,,,,,,,,,,,,,,,,,,,
2227.0,DET,Harry Laurie,False,Saint Peter's College,,,1968.0,98.0,,,,,,,,,,,,,,,,,,,,,
2228.0,SFW,Walt Platkowski,False,Bowling Green State University,,,1968.0,99.0,,,,,,,,,,,,,,,,,,,,,
2229.0,NYK,Bobby Hooper,False,University of Dayton,,,1968.0,100.0,,,,,,,,,,,,,,,,,,,,,
2230.0,LAL,John Smith,False,University of Southern Colorado,,,1968.0,101.0,,,,,,,,,,,,,,,,,,,,,
2501.0,SEA,John Smith,False,University of Puget Sound,,,1969.0,158.0,,,,,,,,,,,,,,,,,,,,,
4935.0,POR,John Smith,False,Saint Joseph's University,,,1981.0,176.0,,,,,,,,,,,,,,,,,,,,,
2231.0,BOS,Julius Keye,True,Alcorn State University,,,1968.0,102.0,keyeju01,1970.0,West,ABA,1.0,7.0,0.0,2.0,2.0,4.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2381.0,BOS,Julius Keye,True,Alcorn State University,,,1969.0,38.0,keyeju01,1970.0,West,ABA,1.0,7.0,0.0,2.0,2.0,4.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2232.0,ATL,Marin Baietti,False,Manhattan College,,,1968.0,103.0,,,,,,,,,,,,,,,,,,,,,
2233.0,PHI,Melvin Jones,False,Albany State University,,,1968.0,104.0,,,,,,,,,,,,,,,,,,,,,
4048.0,CLE,Melvin Jones,False,West Texas A&M University,,,1977.0,77.0,,,,,,,,,,,,,,,,,,,,,
2234.0,PHO,Brian Clare,False,University of Denver,,,1968.0,105.0,,,,,,,,,,,,,,,,,,,,,
2236.0,SDR,John Schetzsle,False,Ashland University,,,1968.0,107.0,,,,,,,,,,,,,,,,,,,,,
2238.0,CHI,Corky Bell,False,Loyola University of Chicago,,,1968.0,109.0,,,,,,,,,,,,,,,,,,,,,
2240.0,CIN,Butch Joyner,False,Indiana University,,,1968.0,111.0,,,,,,,,,,,,,,,,,,,,,
2242.0,SFW,Art Wilmore,False,University of San Francisco,,,1968.0,113.0,,,,,,,,,,,,,,,,,,,,,
2243.0,NYK,Roger Bohnenstiel,False,University of Kansas,,,1968.0,114.0,,,,,,,,,,,,,,,,,,,,,
2244.0,LAL,George Stone,False,Marshall University,,,1968.0,115.0,,,,,,,,,,,,,,,,,,,,,
2245.0,BOS,Bill Butler,False,St. Bonaventure University,,,1968.0,116.0,,,,,,,,,,,,,,,,,,,,,
3579.0,ATL,Bill Butler,False,University of Louisville,,,1974.0,133.0,,,,,,,,,,,,,,,,,,,,,
2246.0,ATL,Mack Daughty,False,Albany State University,,,1968.0,117.0,,,,,,,,,,,,,,,,,,,,,
2247.0,PHI,Clarence Brookins,False,Temple University,,,1968.0,118.0,,,,,,,,,,,,,,,,,,,,,
2248.0,MIL,Cliff Berger,False,University of Kentucky,,,1968.0,119.0,,,,,,,,,,,,,,,,,,,,,
2249.0,PHO,Mervin Jackson,True,University of Utah,,,1968.0,120.0,jacksme01,1968.0,West,ABA,1.0,11.0,3.0,1.0,1.0,2.0,1.0,,,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0
2250.0,SDR,Mike Butler,False,University of Memphis,,,1968.0,121.0,,,,,,,,,,,,,,,,,,,,,
2251.0,SEA,Joe Kennedy,False,Duke University,2.0,86.0,1968.0,122.0,,,,,,,,,,,,,,,,,,,,,
2252.0,CHI,Mike Weaver,False,Northwestern University,,,1968.0,123.0,,,,,,,,,,,,,,,,,,,,,
2253.0,BAL,Steve Adelman,False,Boston College,,,1968.0,124.0,,,,,,,,,,,,,,,,,,,,,
2254.0,CIN,Robert Wyendanet,False,Vanderbilt University,,,1968.0,125.0,,,,,,,,,,,,,,,,,,,,,
2255.0,DET,Tom Baack,False,University of Nebraska,,,1968.0,126.0,,,,,,,,,,,,,,,,,,,,,
2256.0,SFW,Bob Heaney,False,Santa Clara University,,,1968.0,127.0,,,,,,,,,,,,,,,,,,,,,
2257.0,NYK,Sylvester Adams,False,North Carolina Agricultural and Technical State University,,,1968.0,128.0,,,,,,,,,,,,,,,,,,,,,
2258.0,LAL,Charles Alford,False,East Carolina University,,,1968.0,129.0,,,,,,,,,,,,,,,,,,,,,
2259.0,BOS,Ivan Leschinsky,False,Long Island University,,,1968.0,130.0,,,,,,,,,,,,,,,,,,,,,
2260.0,ATL,Dwight Waller,False,Tennessee State University,1.0,11.0,1968.0,131.0,,,,,,,,,,,,,,,,,,,,,
2261.0,PHI,Greg Cisson,False,Rider University,,,1968.0,132.0,,,,,,,,,,,,,,,,,,,,,
2262.0,PHO,Lee Davis,True,North Carolina Central University,,,1968.0,133.0,davisle01,1969.0,West,ABA,1.0,9.0,3.0,,,2.0,0.0,,,,1.0,3.0,1.0,1.0,1.0,1.0,0.0
2263.0,MIL,Eugene Jones,False,University of Missouri,,,1968.0,134.0,,,,,,,,,,,,,,,,,,,,,
2264.0,SDR,Leonardo Epps,False,Clark Atlanta University,,,1968.0,135.0,,,,,,,,,,,,,,,,,,,,,
2265.0,SEA,Jim Marsh,False,University of Southern California,1.0,39.0,1968.0,136.0,,,,,,,,,,,,,,,,,,,,,
2266.0,CHI,Jim McGonigle,False,Iowa State University,,,1968.0,137.0,,,,,,,,,,,,,,,,,,,,,
2267.0,BAL,Al Dixon,False,Bowling Green State University,,,1968.0,138.0,,,,,,,,,,,,,,,,,,,,,
2268.0,CIN,James Robinson,False,Rochester Institute of Technology,,,1968.0,139.0,,,,,,,,,,,,,,,,,,,,,
6458.0,POR,James Robinson,False,University of Alabama,7.0,381.0,1993.0,21.0,,,,,,,,,,,,,,,,,,,,,
2269.0,SFW,Jerry Chandler,False,"University of Nevada, Las Vegas",,,1968.0,140.0,,,,,,,,,,,,,,,,,,,,,
2270.0,NYK,Bob Redd,False,Marshall University,,,1968.0,141.0,,,,,,,,,,,,,,,,,,,,,
2271.0,LAL,Harry Singletary,False,Presbyterian College,,,1968.0,142.0,,,,,,,,,,,,,,,,,,,,,
2272.0,BOS,Tom Neimeir,False,University of Evansville,,,1968.0,143.0,,,,,,,,,,,,,,,,,,,,,
2273.0,ATL,Henry Watkins,False,Tennessee State University,,,1968.0,144.0,,,,,,,,,,,,,,,,,,,,,
2274.0,PHI,Bill Soens,False,University of Miami,,,1968.0,145.0,,,,,,,,,,,,,,,,,,,,,
2275.0,MIL,Brad Luchini,False,Marquette University,,,1968.0,146.0,,,,,,,,,,,,,,,,,,,,,
2276.0,PHO,Ron Boone,True,Idaho State University,5.0,379.0,1968.0,147.0,boonero01,1970.0,West,ABA,1.0,4.0,6.0,0.0,2.0,2.0,0.0,,,1.0,0.0,4.0,2.0,3.0,2.0,0.0,0.0
2276.0,PHO,Ron Boone,True,Idaho State University,5.0,379.0,1968.0,147.0,boonero01,1973.0,West,ABA,1.0,24.0,15.0,3.0,0.0,3.0,5.0,1.0,0.0,0.0,1.0,13.0,7.0,0.0,0.0,2.0,1.0
2276.0,PHO,Ron Boone,True,Idaho State University,5.0,379.0,1968.0,147.0,boonero01,1974.0,West,ABA,1.0,23.0,10.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,8.0,4.0,2.0,2.0,0.0,0.0
2276.0,PHO,Ron Boone,True,Idaho State University,5.0,379.0,1968.0,147.0,boonero01,1975.0,Allstars,ABA,1.0,16.0,10.0,,,3.0,2.0,,,,1.0,11.0,5.0,0.0,0.0,0.0,0.0
2277.0,SDR,Roy Manning,False,Lane College,,,1968.0,148.0,,,,,,,,,,,,,,,,,,,,,
2278.0,SEA,Walt Simon,False,University of Utah,,,1968.0,149.0,,,,,,,,,,,,,,,,,,,,,
2279.0,CHI,John Lallensack,False,University of Wisconsin-Oshkosh,,,1968.0,150.0,,,,,,,,,,,,,,,,,,,,,
2280.0,BAL,Willie Cager,False,University of Texas at El Paso,,,1968.0,151.0,,,,,,,,,,,,,,,,,,,,,
2281.0,CIN,Glynn Saulters,False,University of Louisiana at Monroe,,,1968.0,152.0,,,,,,,,,,,,,,,,,,,,,
2282.0,SFW,Bob Wolfe,False,University of California,,,1968.0,153.0,,,,,,,,,,,,,,,,,,,,,
2283.0,NYK,Pat Moriarty,False,Guilford College,,,1968.0,154.0,,,,,,,,,,,,,,,,,,,,,
2284.0,LAL,Reggie Lacefield,False,Western Michigan University,,,1968.0,155.0,,,,,,,,,,,,,,,,,,,,,
2285.0,BOS,Bill Langheld,False,Fordham University,,,1968.0,156.0,,,,,,,,,,,,,,,,,,,,,
2286.0,ATL,Bill Harris,False,University of Texas at El Paso,,,1968.0,157.0,,,,,,,,,,,,,,,,,,,,,
2288.0,MIL,Dave Miller,False,University of Florida,,,1968.0,159.0,,,,,,,,,,,,,,,,,,,,,
2327.0,SDR,Dave Miller,False,San Diego State University,,,1968.0,198.0,,,,,,,,,,,,,,,,,,,,,
2289.0,PHO,Bill Davis,False,University of Arizona,,,1968.0,160.0,,,,,,,,,,,,,,,,,,,,,
2290.0,SDR,Marshall Evans,False,Lincoln University of Missouri,,,1968.0,161.0,,,,,,,,,,,,,,,,,,,,,
2291.0,SEA,Bud Ogden,False,Santa Clara University,2.0,74.0,1968.0,162.0,,,,,,,,,,,,,,,,,,,,,
2356.0,PHI,Bud Ogden,False,Santa Clara University,2.0,74.0,1969.0,13.0,,,,,,,,,,,,,,,,,,,,,
2292.0,CHI,Herm Gilliam,False,Purdue University,8.0,578.0,1968.0,163.0,,,,,,,,,,,,,,,,,,,,,
2351.0,CIN,Herm Gilliam,False,Purdue University,8.0,578.0,1969.0,8.0,,,,,,,,,,,,,,,,,,,,,
2293.0,BAL,Rudy Bogad,False,St. John's University,,,1968.0,164.0,,,,,,,,,,,,,,,,,,,,,
2294.0,CIN,Bill Tindall,False,University of Massachusetts Amherst,,,1968.0,165.0,,,,,,,,,,,,,,,,,,,,,
2295.0,NYK,Ken Morehead,False,Hillside University,,,1968.0,166.0,,,,,,,,,,,,,,,,,,,,,
2296.0,LAL,Harvey Mumford,False,Montana State University,,,1968.0,167.0,,,,,,,,,,,,,,,,,,,,,
2297.0,BOS,Art Stephenson,False,University of Rhode Island,,,1968.0,168.0,,,,,,,,,,,,,,,,,,,,,
2298.0,ATL,Frank Standard,False,University of South Carolina,,,1968.0,169.0,,,,,,,,,,,,,,,,,,,,,
2299.0,PHI,Earl Seyfert,False,Kansas State University,,,1968.0,170.0,,,,,,,,,,,,,,,,,,,,,
2300.0,PHO,Pat Hobard,False,,,,1968.0,171.0,,,,,,,,,,,,,,,,,,,,,
2302.0,SEA,Mike Warren,False,"University of California, Los Angeles",,,1968.0,173.0,,,,,,,,,,,,,,,,,,,,,
2303.0,CHI,Dave Carr,False,University of Washington,,,1968.0,174.0,,,,,,,,,,,,,,,,,,,,,
2304.0,BAL,Ernest Sims,False,East Tennessee State University,,,1968.0,175.0,,,,,,,,,,,,,,,,,,,,,
2305.0,CIN,Charles Core,False,Southeastern Louisiana University,,,1968.0,176.0,,,,,,,,,,,,,,,,,,,,,
2306.0,NYK,John Harlow,False,Princeton University,,,1968.0,177.0,,,,,,,,,,,,,,,,,,,,,
2307.0,LAL,John Godfrey,False,Abilene Christian University,,,1968.0,178.0,,,,,,,,,,,,,,,,,,,,,
2308.0,BOS,Keith Hockstein,False,College of the Holy Cross,,,1968.0,179.0,,,,,,,,,,,,,,,,,,,,,
2309.0,ATL,George Hicker,False,Syracuse University,,,1968.0,180.0,,,,,,,,,,,,,,,,,,,,,
2310.0,PHI,Tom Youngdale,False,Davidson College,,,1968.0,181.0,,,,,,,,,,,,,,,,,,,,,
2311.0,SDR,Bill Gaines,False,East Texas State University,,,1968.0,182.0,,,,,,,,,,,,,,,,,,,,,
2312.0,CHI,Mickey McCarthy,False,Texas Christian University,,,1968.0,183.0,,,,,,,,,,,,,,,,,,,,,
2314.0,CIN,Mike Drepling,False,Westminster College of Pennsylvania,,,1968.0,185.0,,,,,,,,,,,,,,,,,,,,,
2315.0,NYK,Ed Fellers,False,Guilford College,,,1968.0,186.0,,,,,,,,,,,,,,,,,,,,,
2316.0,LAL,Johnny Baum,False,Temple University,2.0,65.0,1968.0,187.0,,,,,,,,,,,,,,,,,,,,,
2366.0,CHI,Johnny Baum,False,Temple University,2.0,65.0,1969.0,23.0,,,,,,,,,,,,,,,,,,,,,
2317.0,ATL,Bernie Foster,False,Point Loma Nazarene University,,,1968.0,188.0,,,,,,,,,,,,,,,,,,,,,
2319.0,SDR,Chuck Caldwell,False,University of Missouri-St. Louis,,,1968.0,190.0,,,,,,,,,,,,,,,,,,,,,
2320.0,CHI,Fred Holden,False,University of Louisville,,,1968.0,191.0,,,,,,,,,,,,,,,,,,,,,
2321.0,BAL,Dennis Blace,False,University of San Francisco,,,1968.0,192.0,,,,,,,,,,,,,,,,,,,,,
2322.0,CIN,Dick Harris,False,Manchester University,,,1968.0,193.0,,,,,,,,,,,,,,,,,,,,,
2323.0,NYK,Bob Ferguson,False,Tennessee Wesleyan College,,,1968.0,194.0,,,,,,,,,,,,,,,,,,,,,
2324.0,LAL,Mike Eberle,False,University of Wyoming,,,1968.0,195.0,,,,,,,,,,,,,,,,,,,,,
2325.0,ATL,Terry Allerton,False,Baldwin-Wallace College,,,1968.0,196.0,,,,,,,,,,,,,,,,,,,,,
2326.0,PHI,Joe Crews,False,Villanova University,,,1968.0,197.0,,,,,,,,,,,,,,,,,,,,,
2328.0,CHI,Tom Benedict,False,Central Washington University,,,1968.0,199.0,,,,,,,,,,,,,,,,,,,,,
2329.0,BAL,Greg Morris,False,Cornell University,,,1968.0,200.0,,,,,,,,,,,,,,,,,,,,,
2330.0,CIN,John Howard,False,University of Cincinnati,,,1968.0,201.0,,,,,,,,,,,,,,,,,,,,,
2331.0,NYK,Milt Williams,False,Lincoln University of Missouri,3.0,68.0,1968.0,202.0,,,,,,,,,,,,,,,,,,,,,
2332.0,PHI,Nate Ware,False,Tennessee State University,,,1968.0,203.0,,,,,,,,,,,,,,,,,,,,,
2333.0,SDR,Harold Grant,False,Pepperdine University,,,1968.0,204.0,,,,,,,,,,,,,,,,,,,,,
2334.0,CHI,Bob Zoretich,False,DePaul University,,,1968.0,205.0,,,,,,,,,,,,,,,,,,,,,
2335.0,BAL,Art Kenny,False,Fairfield University,,,1968.0,206.0,,,,,,,,,,,,,,,,,,,,,
2337.0,SDR,Bill Corley,False,University of Connecticut,,,1968.0,208.0,,,,,,,,,,,,,,,,,,,,,
2338.0,CHI,Rich Mason,False,Indiana State University,,,1968.0,209.0,,,,,,,,,,,,,,,,,,,,,
2339.0,BAL,Jim LaCour,False,Seattle University,,,1968.0,210.0,,,,,,,,,,,,,,,,,,,,,
2340.0,CIN,Jay Reffords,False,,,,1968.0,211.0,,,,,,,,,,,,,,,,,,,,,
2341.0,CHI,Rich Rirkendal,False,Norfolk State University,,,1968.0,212.0,,,,,,,,,,,,,,,,,,,,,
2342.0,BAL,Ron Woodruff,False,Midwestern State University,,,1968.0,213.0,,,,,,,,,,,,,,,,,,,,,
2343.0,CHI,Willie Horton,False,University of Delaware,,,1968.0,214.0,,,,,,,,,,,,,,,,,,,,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1978.0,West,NBA,1.0,28.0,11.0,,,8.0,3.0,,,,,12.0,5.0,2.0,1.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1969.0,East,NBA,1.0,18.0,10.0,,,11.0,4.0,,,,,8.0,4.0,2.0,2.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1988.0,West,NBA,1.0,13.0,4.0,,,3.0,0.0,,,,,6.0,1.0,2.0,2.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1987.0,West,NBA,1.0,14.0,10.0,,,4.0,0.0,,,,,9.0,4.0,2.0,2.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1986.0,West,NBA,1.0,27.0,10.0,,,8.0,3.0,,,,,9.0,4.0,2.0,2.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1985.0,West,NBA,1.0,32.0,21.0,,,7.0,2.0,,,,,15.0,9.0,4.0,3.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1984.0,West,NBA,1.0,23.0,11.0,,,6.0,1.0,,,,,10.0,5.0,2.0,1.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1983.0,West,NBA,1.0,37.0,25.0,,,13.0,2.0,,,,,19.0,11.0,4.0,3.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1982.0,West,NBA,1.0,32.0,20.0,,,6.0,5.0,,,,,12.0,9.0,3.0,2.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1980.0,West,NBA,1.0,23.0,15.0,,,6.0,4.0,,,,,9.0,6.0,3.0,3.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1979.0,West,NBA,1.0,30.0,17.0,,,16.0,9.0,,,,,17.0,6.0,6.0,5.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1976.0,West,NBA,1.0,23.0,21.0,,,4.0,2.0,,,,,14.0,8.0,6.0,5.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1975.0,West,NBA,1.0,36.0,22.0,,,5.0,3.0,,,,,16.0,9.0,4.0,4.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1974.0,West,NBA,1.0,19.0,7.0,,,10.0,3.0,,,,,10.0,3.0,2.0,1.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1973.0,West,NBA,1.0,23.0,14.0,,,8.0,6.0,,,,,11.0,7.0,0.0,0.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1972.0,West,NBA,1.0,98.0,,,,,,,,,,,,,,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1971.0,West,NBA,1.0,19.0,12.0,,,7.0,2.0,,,,,10.0,5.0,2.0,2.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1970.0,West,NBA,1.0,30.0,19.0,,,14.0,1.0,,,,,16.0,8.0,4.0,3.0,,
2344.0,MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20.0,1560.0,1969.0,1.0,abdulka01,1981.0,West,NBA,1.0,22.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0
2345.0,PHO,Neal Walk,False,University of Florida,8.0,568.0,1969.0,2.0,,,,,,,,,,,,,,,,,,,,,
2346.0,SEA,Lucius Allen,False,"University of California, Los Angeles",10.0,702.0,1969.0,3.0,,,,,,,,,,,,,,,,,,,,,
2347.0,DET,Terry Driscoll,False,Boston College,4.0,244.0,1969.0,4.0,,,,,,,,,,,,,,,,,,,,,
2348.0,CHI,Larry Cannon,False,La Salle University,,19.0,1969.0,5.0,,,,,,,,,,,,,,,,,,,,,
2349.0,SDR,Bingo Smith,False,University of Tulsa,11.0,865.0,1969.0,6.0,,,,,,,,,,,,,,,,,,,,,
2350.0,SFW,Bob Portman,False,Creighton University,4.0,221.0,1969.0,7.0,,,,,,,,,,,,,,,,,,,,,
2352.0,BOS,Jo Jo White,True,University of Kansas,12.0,837.0,1969.0,9.0,whitejo01,1971.0,East,NBA,1.0,18.0,12.0,,,4.0,3.0,,,,,15.0,6.0,2.0,0.0,,
2352.0,BOS,Jo Jo White,True,University of Kansas,12.0,837.0,1969.0,9.0,whitejo01,1970.0,East,NBA,1.0,22.0,10.0,,,9.0,2.0,,,,,10.0,5.0,0.0,0.0,,
2353.0,ATL,Butch Beard,True,University of Louisville,9.0,605.0,1969.0,10.0,beardbu01,1971.0,East,NBA,1.0,7.0,3.0,,,1.0,0.0,,,,,4.0,1.0,1.0,1.0,,
2354.0,NYK,John Warren,False,St. John's University,5.0,303.0,1969.0,11.0,,,,,,,,,,,,,,,,,,,,,
2355.0,LAL,Willie McCarter,False,Drake University,3.0,155.0,1969.0,12.0,,,,,,,,,,,,,,,,,,,,,
2357.0,BAL,Mike Davis,False,Virginia Union University,3.0,204.0,1969.0,14.0,,,,,,,,,,,,,,,,,,,,,
2505.0,CIN,Mike Davis,False,Colorado State University,,,1969.0,162.0,,,,,,,,,,,,,,,,,,,,,
3923.0,KCK,Mike Davis,False,Bradley University,,,1976.0,125.0,,,,,,,,,,,,,,,,,,,,,
5249.0,MIL,Mike Davis,False,University of Alabama,,,1983.0,42.0,,,,,,,,,,,,,,,,,,,,,
2358.0,LAL,Rick Roberson,False,University of Cincinnati,7.0,423.0,1969.0,15.0,,,,,,,,,,,,,,,,,,,,,
2359.0,CHI,Simmie Hill,False,West Texas A&M University,,,1969.0,16.0,,,,,,,,,,,,,,,,,,,,,
2360.0,MIL,Bob Greacen,False,Rutgers University,2.0,43.0,1969.0,17.0,,,,,,,,,,,,,,,,,,,,,
2361.0,SEA,Ronald Taylor,False,University of Southern California,,,1969.0,18.0,,,,,,,,,,,,,,,,,,,,,
2362.0,DET,Willie Norwood,False,Alcorn State University,7.0,430.0,1969.0,19.0,,,,,,,,,,,,,,,,,,,,,
2363.0,CHI,Ken Spain,False,University of Houston,,,1969.0,20.0,,,,,,,,,,,,,,,,,,,,,
2364.0,SDR,Bernie Williams,False,La Salle University,2.0,128.0,1969.0,21.0,,,,,,,,,,,,,,,,,,,,,
2365.0,SFW,Ed Siudet,False,College of the Holy Cross,,,1969.0,22.0,,,,,,,,,,,,,,,,,,,,,
2367.0,PHO,Gene Williams,False,Kansas State University,,,1969.0,24.0,,,,,,,,,,,,,,,,,,,,,
2369.0,NYK,Bill Bunting,False,University of North Carolina,,,1969.0,26.0,,,,,,,,,,,,,,,,,,,,,
2370.0,LAL,Dick Garrett,False,Southern Illinois University,5.0,339.0,1969.0,27.0,,,,,,,,,,,,,,,,,,,,,
2371.0,PHI,Willie Taylor,False,LeMoyne College,,,1969.0,28.0,,,,,,,,,,,,,,,,,,,,,
2372.0,BAL,Willie Scott,False,Alabama State University,,,1969.0,29.0,,,,,,,,,,,,,,,,,,,,,
2373.0,PHO,Floyd Kerr,False,Colorado State University,,,1969.0,30.0,,,,,,,,,,,,,,,,,,,,,
2374.0,MIL,Skeeter Swift,False,East Tennessee State University,,,1969.0,31.0,,,,,,,,,,,,,,,,,,,,,
2375.0,SEA,Lee Winfield,False,University of North Texas,7.0,403.0,1969.0,32.0,,,,,,,,,,,,,,,,,,,,,
2376.0,PHO,Lamar Green,False,Morehead State University,5.0,360.0,1969.0,33.0,,,,,,,,,,,,,,,,,,,,,
2377.0,CHI,Norm Van Lier,True,Saint Francis University,10.0,746.0,1969.0,34.0,vanlino01,1976.0,West,NBA,1.0,14.0,2.0,,,1.0,1.0,,,,,3.0,1.0,0.0,0.0,,
2377.0,CHI,Norm Van Lier,True,Saint Francis University,10.0,746.0,1969.0,34.0,vanlino01,1975.0,West,NBA,1.0,14.0,3.0,,,1.0,0.0,,,,,4.0,1.0,2.0,1.0,,
2377.0,CHI,Norm Van Lier,True,Saint Francis University,10.0,746.0,1969.0,34.0,vanlino01,1973.0,West,NBA,1.0,9.0,0.0,,,1.0,2.0,,,,,0.0,0.0,0.0,0.0,,
2378.0,SDR,Charles Bonaparte,False,Norfolk State University,,,1969.0,35.0,,,,,,,,,,,,,,,,,,,,,
2379.0,SFW,Tom Hagan,False,Vanderbilt University,,,1969.0,36.0,,,,,,,,,,,,,,,,,,,,,
2380.0,CIN,Luther Rackley,False,Xavier University,4.0,221.0,1969.0,37.0,,,,,,,,,,,,,,,,,,,,,
2382.0,PHO,Lloyd Kerr,False,Colorado State University,,,1969.0,39.0,,,,,,,,,,,,,,,,,,,,,
2383.0,NYK,Eddie Mast,False,Temple University,3.0,112.0,1969.0,40.0,,,,,,,,,,,,,,,,,,,,,
2384.0,CIN,Luther Green,False,Long Island University,1.0,5.0,1969.0,41.0,,,,,,,,,,,,,,,,,,,,,
2385.0,PHI,Mike Grosso,False,University of Louisville,,,1969.0,42.0,,,,,,,,,,,,,,,,,,,,,
2645.0,MIL,Mike Grosso,False,University of Louisville,,,1970.0,84.0,,,,,,,,,,,,,,,,,,,,,
